stride,feature_set,n_features,model,K0,chi,chi_err
100,add_5,21,Agglomerative,4.75,0.22196156888331603,0.009550233644859782
100,add_5,21,Agglomerative,4.76,0.22522686244350634,0.006524831180047158
100,add_5,21,Agglomerative,4.77,0.22541543263020838,0.00966508986423017
100,add_5,21,Agglomerative,4.78,0.228401582235398,0.006506612384490508
100,add_5,21,Agglomerative,4.79,0.22162337787636266,0.009056336090861136
100,add_5,21,Agglomerative,4.81,0.2156252026867497,0.009336188046891465
100,add_5,21,Agglomerative,4.82,0.22067965919680657,0.011238197548276308
100,add_5,21,Agglomerative,4.83,0.22670469013914263,0.006488332451033654
100,add_5,21,Agglomerative,4.84,0.2247106549104928,0.00955425724737316
100,add_5,21,Agglomerative,4.85,0.20909093319010963,0.008858803436602024
100,add_5,21,Agglomerative,4.86,0.2169579736688329,0.014467258601553859
100,add_5,21,Agglomerative,4.87,0.21441693568711245,0.007631254101321746
100,add_5,21,Agglomerative,4.88,0.21663812498772528,0.008651426174496643
100,add_5,21,Agglomerative,4.9,0.21523310749049593,0.00836994430717618
100,add_5,21,Agglomerative,4.93,0.2140496698008057,0.012340482543696202
250,add_5,21,Spectral,4.67,0.17348856209150482,0.017792246835449155
250,add_5,21,Spectral,4.7,0.16033834586465817,0.021408317371502537
250,add_5,21,Spectral,4.72,0.23728451715881888,0.008708449516640347
250,add_5,21,Spectral,4.73,0.22208622783770457,0.012414488636571424
250,add_5,21,Spectral,4.74,0.2208529583676407,0.013347846288061405
250,add_5,21,Spectral,4.75,0.22831642198933175,0.010435882564756263
250,add_5,21,Spectral,4.76,0.2326813033345123,0.014288071210742893
250,add_5,21,Spectral,4.77,0.23999102071692519,0.007781438549929093
250,add_5,21,Spectral,4.78,0.2402529143177798,0.007587319834490082
